STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 13:51:00,FM-15,SCT:04 49,10.0,,29.0,-1.7,24.0,-4.3,5.0,-15.0,36.0,3.0,300,,29.62,,,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 14:51:00,FM-15,SCT:04 55,10.0,,31.0,-0.6,26.0,-3.3,7.0,-13.9,36.0,10.0,280,,29.62,6.0,0.06,30.37,,30.34,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 15:51:00,FM-15,SCT:04 60,10.0,,31.0,-0.6,26.0,-3.3,6.0,-14.4,35.0,8.0,280,,29.62,,,30.37,,30.34,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 16:51:00,FM-15,SCT:04 55,10.0,,28.0,-2.2,23.0,-4.7,8.0,-13.3,43.0,11.0,320,,29.62,,,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 17:51:00,FM-15,SCT:04 50,10.0,,28.0,-2.2,23.0,-4.8,7.0,-13.9,41.0,10.0,340,,29.62,0.0,-0.01,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 18:51:00,FM-15,FEW:02 50,10.0,,27.0,-2.8,23.0,-5.3,6.0,-14.4,41.0,7.0,340,,29.62,,,30.38,,30.35,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 19:51:00,FM-15,FEW:02 50,10.0,,25.0,-3.9,21.0,-6.0,10.0,-12.2,53.0,7.0,100,,29.62,,,30.38,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 20:51:00,FM-15,FEW:02 50,10.0,,21.0,-6.1,18.0,-7.6,11.0,-11.7,65.0,7.0,150,,29.62,8.0,0.0,30.38,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 21:51:00,FM-15,CLR:00,10.0,,20.0,-6.7,18.0,-8.1,11.0,-11.7,68.0,7.0,170,,29.62,,,30.38,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 22:51:00,FM-15,CLR:00,10.0,,21.0,-6.1,18.0,-7.6,11.0,-11.7,65.0,6.0,190,,29.62,,,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 23:51:00,FM-15,CLR:00,10.0,,21.0,-6.1,18.0,-7.6,11.0,-11.7,65.0,5.0,220,,29.62,7.0,0.0,30.37,,30.34,32.0,19.0,26.0,-14.8,,,,39.0,0.0,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 00:51:00,FM-15,CLR:00,10.0,,21.0,-6.1,18.0,-7.6,11.0,-11.7,65.0,5.0,220,,29.62,,,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 01:51:00,FM-15,FEW:02 250,10.0,,20.0,-6.7,18.0,-8.1,11.0,-11.7,68.0,5.0,240,,29.6,,,30.36,,30.33,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 02:51:00,FM-15,BKN:07 200,10.0,,21.0,-6.1,18.0,-7.7,10.0,-12.2,62.0,6.0,330,,29.62,5.0,0.01,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 03:51:00,FM-15,BKN:07 120 BKN:07 200,10.0,,21.0,-6.1,18.0,-7.9,8.0,-13.3,57.0,8.0,340,,29.6,,,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 04:51:00,FM-15,BKN:07 110 BKN:07 200,10.0,,20.0,-6.7,17.0,-8.3,8.0,-13.3,60.0,7.0,350,,29.6,,,30.36,,30.33,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 05:51:00,FM-15,FEW:02 20 BKN:07 110 OVC:08 200,10.0,,20.0,-6.7,17.0,-8.5,6.0,-14.4,55.0,7.0,350,,29.62,5.0,0.0,30.37,,30.34,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 06:51:00,FM-15,FEW:02 24 BKN:07 100 OVC:08 200,10.0,,22.0,-5.6,18.0,-7.6,6.0,-14.4,50.0,5.0,360,,29.6,,,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 07:51:00,FM-15,SCT:04 95 BKN:07 250,10.0,,23.0,-5.0,19.0,-7.2,4.0,-15.6,44.0,5.0,330,,29.6,,,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 08:51:00,FM-15,FEW:02 250,10.0,,26.0,-3.3,22.0,-5.8,5.0,-15.0,40.0,6.0,310,,29.6,5.0,0.01,30.35,,30.32,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 09:51:00,FM-15,FEW:02 250,10.0,,28.0,-2.2,23.0,-4.8,5.0,-15.0,37.0,7.0,280,,29.57,,,30.33,,30.3,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 10:51:00,FM-15,FEW:02 250,10.0,,29.0,-1.7,24.0,-4.3,4.0,-15.6,34.0,8.0,300,,29.55,,,30.31,,30.27,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 11:51:00,FM-15,FEW:02 150 SCT:04 250,10.0,,32.0,0.0,27.0,-2.8,4.0,-15.6,30.0,3.0,VRB,,29.53,8.0,0.06,30.28,,30.25,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 12:51:00,FM-15,SCT:04 250,10.0,,32.0,0.0,27.0,-2.8,5.0,-15.0,32.0,7.0,310,,29.5,,,30.25,,30.22,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 13:51:00,FM-15,FEW:02 180 BKN:07 250,10.0,,34.0,1.1,29.0,-1.8,7.0,-13.9,32.0,8.0,270,,29.47,,,30.22,,30.19,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 14:51:00,FM-15,FEW:02 55 SCT:04 250,10.0,,34.0,1.1,29.0,-1.8,8.0,-13.3,34.0,8.0,290,,29.45,6.0,0.08,30.2,,30.17,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 15:51:00,FM-15,SCT:04 55 SCT:04 250,10.0,,35.0,1.7,30.0,-1.4,9.0,-12.8,34.0,10.0,250,,29.43,,,30.18,,30.15,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 16:51:00,FM-15,SCT:04 60 SCT:04 250,10.0,,34.0,1.1,29.0,-1.9,10.0,-12.2,37.0,11.0,280,,29.42,,,30.17,,30.14,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 17:51:00,FM-15,FEW:02 55 SCT:04 250,10.0,,32.0,0.0,27.0,-2.8,11.0,-11.7,41.0,9.0,270,,29.4,7.0,0.04,30.15,,30.12,,,,,,,,,,1149,8,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 18:51:00,FM-15,FEW:02 55,10.0,,31.0,-0.6,26.0,-3.2,12.0,-11.1,45.0,8.0,230,,29.39,,,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 19:51:00,FM-15,FEW:02 55,10.0,,30.0,-1.1,25.0,-3.6,13.0,-10.6,49.0,7.0,230,,29.38,,,30.13,,30.1,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 20:51:00,FM-15,FEW:02 60,10.0,,29.0,-1.7,25.0,-4.1,13.0,-10.6,51.0,8.0,220,,29.36,8.0,0.04,30.11,,30.08,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 21:51:00,FM-15,FEW:02 50,10.0,,29.0,-1.7,25.0,-4.0,14.0,-10.0,54.0,8.0,230,,29.34,,,30.09,,30.06,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 22:51:00,FM-15,BKN:07 100,10.0,,29.0,-1.7,25.0,-3.9,15.0,-9.4,56.0,7.0,230,,29.32,,,30.07,,30.04,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-24 23:51:00,FM-15,SCT:04 47 SCT:04 60 OVC:08 90,10.0,,31.0,-0.6,27.0,-2.9,17.0,-8.3,56.0,13.0,240,,29.3,8.0,0.06,30.04,,30.02,36.0,20.0,28.0,-13.1,,,,37.0,0.0,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 00:51:00,FM-15,BKN:07 15 BKN:07 27 OVC:08 32,4.0,-SN:03 |SN:71 |,30.0,-1.1,27.0,-2.6,23.0,-5.0,75.0,13.0,290,20.0,29.28,,,30.02,0.02,30.0,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 01:51:00,FM-15,FEW:02 31 BKN:07 40 BKN:07 110,10.0,,27.0,-2.8,25.0,-4.1,20.0,-6.7,75.0,8.0,300,,29.27,,,30.01,0.02,29.99,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 02:51:00,FM-15,SCT:04 16 BKN:07 24 OVC:08 80,7.0,-SN:03 |SN:71 |,27.0,-2.8,25.0,-4.1,20.0,-6.7,75.0,8.0,20,,29.26,6.0,0.04,30.01,T,29.98,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 03:51:00,FM-15,BKN:07 23 OVC:08 30,4.0,-SN:03 |SN:71 |,26.0,-3.3,23.0,-4.8,18.0,-7.8,71.0,14.0,360,,29.27,,,30.01,0.01,29.99,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 04:51:00,FM-15,FEW:02 46 BKN:07 60 OVC:08 250,10.0,,25.0,-3.9,22.0,-5.7,14.0,-10.0,63.0,15.0,320,21.0,29.28,,,30.03,T,30.0,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 05:51:00,FM-15,FEW:02 50,10.0,,23.0,-5.0,20.0,-6.7,12.0,-11.1,63.0,11.0,310,,29.29,3.0,-0.03,30.04,,30.01,,,,,,,,,,1147,9,0.05,,1.0,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 06:51:00,FM-15,FEW:02 70,10.0,,24.0,-4.4,20.0,-6.5,10.0,-12.2,55.0,11.0,310,,29.31,,,30.06,,30.03,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 07:51:00,FM-15,FEW:02 34 SCT:04 50,10.0,,25.0,-3.9,21.0,-6.0,11.0,-11.7,55.0,18.0,320,24.0,29.32,,,30.07,,30.04,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 08:51:00,FM-15,SCT:04 34 OVC:08 46,10.0,,25.0,-3.9,21.0,-5.9,12.0,-11.1,58.0,20.0,340,,29.34,3.0,-0.05,30.09,T,30.06,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 09:51:00,FM-15,BKN:07 41,10.0,,25.0,-3.9,21.0,-6.0,10.0,-12.2,53.0,16.0,320,25.0,29.37,,,30.12,T,30.09,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 10:51:00,FM-15,BKN:07 43,10.0,,25.0,-3.9,21.0,-6.1,9.0,-12.8,50.0,14.0,320,22.0,29.38,,,30.13,,30.1,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 11:51:00,FM-15,BKN:07 39 BKN:07 49,10.0,,26.0,-3.3,22.0,-5.7,8.0,-13.3,46.0,15.0,310,22.0,29.39,1.0,-0.04,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 12:51:00,FM-15,BKN:07 50,10.0,,27.0,-2.8,23.0,-5.2,8.0,-13.3,45.0,16.0,290,,29.39,,,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 13:51:00,FM-15,BKN:07 48,10.0,,28.0,-2.2,23.0,-4.8,7.0,-13.9,41.0,17.0,310,25.0,29.39,,,30.14,,30.11,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 14:51:00,FM-15,BKN:07 50,10.0,,28.0,-2.2,23.0,-4.8,5.0,-15.0,37.0,20.0,330,23.0,29.4,3.0,-0.01,30.14,,30.12,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 15:51:00,FM-15,SCT:04 50,10.0,,27.0,-2.8,22.0,-5.3,4.0,-15.6,37.0,16.0,320,,29.4,,,30.14,,30.12,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 16:51:00,FM-15,SCT:04 55,10.0,,28.0,-2.2,23.0,-4.8,3.0,-16.1,34.0,15.0,320,22.0,29.41,,,30.16,,30.13,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 17:51:00,FM-15,SCT:04 55,10.0,,26.0,-3.3,22.0,-5.8,3.0,-16.1,37.0,17.0,320,24.0,29.43,3.0,-0.03,30.18,,30.15,,,,,,,,,,1147,9,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 18:51:00,FM-15,SCT:04 55,10.0,,25.0,-3.9,21.0,-6.3,3.0,-16.1,39.0,11.0,300,,29.44,,,30.19,,30.16,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 19:51:00,FM-15,SCT:04 55,10.0,,25.0,-3.9,21.0,-6.3,4.0,-15.6,40.0,8.0,310,,29.46,,,30.21,,30.18,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 20:51:00,FM-15,FEW:02 60,10.0,,24.0,-4.4,20.0,-6.7,5.0,-15.0,44.0,8.0,300,,29.48,3.0,-0.04,30.23,,30.2,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 21:51:00,FM-15,FEW:02 50,10.0,,23.0,-5.0,19.0,-7.1,6.0,-14.4,48.0,9.0,290,,29.49,,,30.24,,30.21,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 22:51:00,FM-15,FEW:02 50,10.0,,22.0,-5.6,18.0,-7.5,7.0,-13.9,52.0,7.0,320,,29.5,,,30.25,,30.22,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-25 23:51:00,FM-15,CLR:00,10.0,,21.0,-6.1,17.0,-8.1,5.0,-15.0,50.0,7.0,320,,29.5,1.0,-0.03,30.25,,30.22,31.0,21.0,26.0,-15.5,,,,39.0,0.0,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 00:51:00,FM-15,CLR:00,10.0,,20.0,-6.7,17.0,-8.6,4.0,-15.6,50.0,5.0,350,,29.52,,,30.27,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 01:51:00,FM-15,CLR:00,10.0,,19.0,-7.2,16.0,-9.1,3.0,-16.1,49.0,5.0,360,,29.52,,,30.27,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 02:51:00,FM-15,CLR:00,10.0,,18.0,-7.8,15.0,-9.5,4.0,-15.6,54.0,3.0,320,,29.52,1.0,-0.02,30.27,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 03:51:00,FM-15,CLR:00,10.0,,18.0,-7.8,15.0,-9.4,5.0,-15.0,57.0,0.0,0,,29.53,,,30.28,,30.25,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 04:51:00,FM-15,CLR:00,10.0,,17.0,-8.3,14.0,-9.8,6.0,-14.4,62.0,0.0,0,,29.54,,,30.29,,30.26,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 05:51:00,FM-15,FEW:02 30,10.0,,16.0,-8.9,14.0,-10.1,7.0,-13.9,67.0,3.0,250,,29.56,3.0,-0.04,30.32,,30.28,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 06:51:00,FM-15,FEW:02 30,10.0,,20.0,-6.7,17.0,-8.4,7.0,-13.9,57.0,0.0,0,,29.57,,,30.33,,30.3,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 07:51:00,FM-15,FEW:02 250,10.0,,22.0,-5.6,18.0,-7.7,3.0,-16.1,44.0,5.0,190,,29.57,,,30.33,,30.3,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 08:51:00,FM-15,FEW:02 250,10.0,,25.0,-3.9,21.0,-6.3,4.0,-15.6,40.0,7.0,190,,29.57,1.0,-0.02,30.34,,30.3,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 09:51:00,FM-15,FEW:02 250,10.0,,28.0,-2.2,23.0,-4.8,5.0,-15.0,37.0,10.0,180,21.0,29.56,,,30.31,,30.28,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 10:51:00,FM-15,FEW:02 250,10.0,,30.0,-1.1,25.0,-3.8,6.0,-14.4,36.0,13.0,200,,29.54,,,30.3,,30.26,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 11:51:00,FM-15,SCT:04 100 SCT:04 250,10.0,,32.0,0.0,27.0,-2.8,7.0,-13.9,35.0,11.0,230,,29.52,8.0,0.07,30.26,,30.24,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 12:51:00,FM-15,FEW:02 90 SCT:04 250,10.0,,35.0,1.7,30.0,-1.4,9.0,-12.8,34.0,8.0,200,,29.48,,,30.23,,30.2,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 13:51:00,FM-15,FEW:02 90 SCT:04 250,10.0,,37.0,2.8,31.0,-0.4,11.0,-11.7,34.0,13.0,170,,29.45,,,30.2,,30.17,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 14:51:00,FM-15,SCT:04 100 BKN:07 250,10.0,,38.0,3.3,32.0,0.1,12.0,-11.1,34.0,13.0,180,,29.42,6.0,0.09,30.17,,30.14,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 15:51:00,FM-15,FEW:02 100 SCT:04 250,10.0,,38.0,3.3,32.0,0.1,13.0,-10.6,36.0,13.0,VRB,22.0,29.39,,,30.14,,30.11,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 16:51:00,FM-15,BKN:07 95 BKN:07 250,10.0,,38.0,3.3,32.0,0.1,15.0,-9.4,39.0,16.0,170,,29.38,,,30.12,,30.1,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 17:51:00,FM-15,OVC:08 90,10.0,,37.0,2.8,31.0,-0.3,16.0,-8.9,42.0,21.0,180,26.0,29.34,8.0,0.08,30.09,,30.06,,,,,,,,,,1145,10,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 18:51:00,FM-15,FEW:02 80 OVC:08 100,10.0,,37.0,2.8,31.0,-0.3,16.0,-8.9,42.0,13.0,170,,29.33,,,30.08,,30.05,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 19:51:00,FM-15,BKN:07 85 OVC:08 100,10.0,,37.0,2.8,31.0,-0.3,16.0,-8.9,42.0,18.0,170,23.0,29.3,,,30.04,,30.02,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 20:51:00,FM-15,OVC:08 110,10.0,,38.0,3.3,32.0,0.1,16.0,-8.9,41.0,15.0,180,23.0,29.29,8.0,0.05,30.03,,30.01,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 21:51:00,FM-15,FEW:02 85 OVC:08 110,10.0,,38.0,3.3,32.0,0.2,17.0,-8.3,43.0,18.0,190,31.0,29.28,,,30.02,,30.0,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 22:51:00,FM-15,OVC:08 100,10.0,,39.0,3.9,33.0,0.6,16.0,-8.9,39.0,23.0,200,30.0,29.26,,,30,,29.98,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-26 23:51:00,FM-15,FEW:02 75 BKN:07 100 OVC:08 230,10.0,,38.0,3.3,32.0,0.1,16.0,-8.9,41.0,18.0,200,31.0,29.23,8.0,0.05,29.97,,29.95,39.0,15.0,27.0,-14.8,,,,38.0,0.0,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 00:51:00,FM-15,OVC:08 100,10.0,,38.0,3.3,32.0,0.2,17.0,-8.3,43.0,17.0,190,,29.22,,,29.95,,29.94,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 01:51:00,FM-15,OVC:08 80,10.0,,39.0,3.9,33.0,0.6,17.0,-8.3,41.0,16.0,200,25.0,29.2,,,29.93,,29.92,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 02:51:00,FM-15,BKN:07 46 BKN:07 60 OVC:08 70,10.0,-RA:02 |RA:61 |,38.0,3.3,33.0,0.4,22.0,-5.6,52.0,18.0,200,26.0,29.18,6.0,0.05,29.92,T,29.9,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 03:51:00,FM-15,OVC:08 28,10.0,-RA:02 |RA:61 |,35.0,1.7,32.0,-0.1,27.0,-2.8,72.0,15.0,190,,29.16,,,29.9,0.01,29.88,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 04:51:00,FM-15,SCT:04 24 BKN:07 33 OVC:08 39,10.0,-RA:02 |RA:61 |,35.0,1.7,32.0,-0.1,27.0,-2.8,72.0,15.0,180,23.0,29.14,,,29.88,0.01,29.86,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 05:51:00,FM-15,SCT:04 28 OVC:08 38,10.0,-RA:02 |RA:61 |,34.0,1.1,32.0,-0.3,28.0,-2.2,79.0,14.0,180,,29.13,8.0,0.06,29.86,0.01,29.84,,,,,,,,,,1143,12,0.03,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 06:51:00,FM-15,BKN:07 20 OVC:08 34,6.0,-RA:02 PL:06 |RA:61 PL:74 |,35.0,1.7,32.0,0.3,29.0,-1.7,78.0,14.0,180,,29.11,,,29.85,0.01,29.83,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 07:51:00,FM-15,OVC:08 14,8.0,-RA:02 |RA:61 |,36.0,2.2,33.0,0.8,30.0,-1.1,79.0,14.0,190,,29.1,,,29.83,T,29.81,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 08:51:00,FM-15,OVC:08 14,8.0,,38.0,3.3,35.0,1.9,32.0,0.0,79.0,18.0,180,26.0,29.08,8.0,0.05,29.81,T,29.79,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 09:51:00,FM-15,BKN:07 13 OVC:08 34,3.0,-RA:02 |RA:61 |,38.0,3.3,36.0,2.1,33.0,0.6,83.0,17.0,190,26.0,29.07,,,29.79,T,29.78,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 10:51:00,FM-15,SCT:04 14 OVC:08 24,3.0,-DZ:01 |DZ:51 |,39.0,3.9,36.0,2.4,33.0,0.6,79.0,20.0,180,28.0,29.03,,,29.76,T,29.74,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 11:51:00,FM-15,BKN:07 16 OVC:08 41,5.0,-RA:02 |RA:61 |,39.0,3.9,36.0,2.4,33.0,0.6,79.0,16.0,180,23.0,29.0,8.0,0.08,29.72,T,29.71,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-27 12:51:00,FM-15,OVC:08 16,10.0,,42.0,5.6,39.0,3.8,35.0,1.7,76.0,18.0,190,30.0,28.96,,,29.68,,29.67,,,,,,,,,,1143,12,,,,,,,,,,
