STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 12:51:00,FM-15,OVC:08 16,8.0,,40.0,4.4,37.0,2.5,32.0,0.0,73.0,20.0,300,23.0,28.99,,,29.71,,29.7,,,,,,,,,,1157,3,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 13:51:00,FM-15,OVC:08 16,10.0,,39.0,3.9,36.0,2.0,31.0,-0.6,73.0,16.0,280,24.0,29.03,,,29.75,,29.74,,,,,,,,,,1157,3,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 14:51:00,FM-15,OVC:08 18,10.0,,40.0,4.4,36.0,2.3,31.0,-0.6,70.0,15.0,280,21.0,29.05,1.0,-0.09,29.78,,29.77,,,,,,,,,,1157,3,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 15:51:00,FM-15,BKN:07 20 OVC:08 26,10.0,,40.0,4.4,36.0,2.3,31.0,-0.6,70.0,17.0,280,25.0,29.08,,,29.82,,29.8,,,,,,,,,,1157,3,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 16:51:00,FM-15,BKN:07 16 OVC:08 20,7.0,,38.0,3.3,35.0,1.5,30.0,-1.1,73.0,16.0,270,25.0,29.13,,,29.85,,29.84,,,,,,,,,,1157,3,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 17:51:00,FM-15,OVC:08 18,9.0,,37.0,2.8,33.0,0.8,28.0,-2.2,70.0,21.0,290,32.0,29.15,1.0,-0.1,29.88,,29.87,,,,,,,,,,1157,3,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 18:51:00,FM-15,OVC:08 22,10.0,,37.0,2.8,33.0,0.5,26.0,-3.3,65.0,15.0,280,26.0,29.17,,,29.91,,29.89,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 19:51:00,FM-15,BKN:07 26 OVC:08 32,10.0,,36.0,2.2,32.0,-0.2,24.0,-4.4,62.0,13.0,290,,29.2,,,29.93,,29.92,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 20:51:00,FM-15,OVC:08 26,10.0,,35.0,1.7,31.0,-0.5,24.0,-4.4,64.0,14.0,280,28.0,29.22,2.0,-0.07,29.95,,29.94,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 21:51:00,FM-15,OVC:08 30,10.0,,35.0,1.7,31.0,-0.7,23.0,-5.0,61.0,14.0,300,26.0,29.24,,,29.97,,29.96,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 22:51:00,FM-15,OVC:08 32,10.0,,35.0,1.7,31.0,-0.8,22.0,-5.6,59.0,14.0,300,31.0,29.25,,,29.99,,29.97,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-19 23:51:00,FM-15,OVC:08 32,10.0,,35.0,1.7,30.0,-0.9,21.0,-6.1,57.0,15.0,300,26.0,29.25,0.0,-0.01,29.99,,29.97,46.0,34.0,40.0,0.6,,,,25.0,0.0,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 00:51:00,FM-15,OVC:08 34,10.0,,34.0,1.1,29.0,-1.4,20.0,-6.7,56.0,11.0,310,,29.26,,,30,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 01:51:00,FM-15,FEW:02 39,10.0,,33.0,0.6,29.0,-1.8,20.0,-6.7,58.0,7.0,280,,29.26,,,30,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 02:51:00,FM-15,CLR:00,10.0,,31.0,-0.6,27.0,-2.6,20.0,-6.7,64.0,5.0,240,,29.25,0.0,0.0,29.99,,29.97,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 03:51:00,FM-15,BKN:07 130,10.0,,31.0,-0.6,28.0,-2.3,22.0,-5.6,69.0,7.0,250,,29.26,,,30.01,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 04:51:00,FM-15,SCT:04 80 BKN:07 100 OVC:08 120,10.0,,32.0,0.0,29.0,-1.7,24.0,-4.4,73.0,8.0,260,,29.29,,,30.03,,30.01,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 05:51:00,FM-15,VV:09 13,0.5,SN:03 FG:2 |FG:35 SN:72 |,31.0,-0.6,29.0,-1.5,27.0,-2.8,85.0,10.0,260,,29.3,1.0,-0.04,30.04,0.02s,30.02,,,,,,,,,,1156,4,0.13,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 06:51:00,FM-15,SCT:04 31 OVC:08 60,2.5,-SN:03 BR:1 |SN:71 |,31.0,-0.6,29.0,-1.5,27.0,-2.8,85.0,9.0,250,,29.31,,,30.05,0.02,30.03,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 07:51:00,FM-15,FEW:02 38 BKN:07 70,7.0,,32.0,0.0,30.0,-1.1,27.0,-2.8,82.0,8.0,250,,29.31,,,30.05,T,30.03,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 08:51:00,FM-15,SCT:04 37 SCT:04 55 BKN:07 100,10.0,,35.0,1.7,32.0,0.1,28.0,-2.2,76.0,6.0,250,,29.31,1.0,-0.01,30.05,,30.03,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 09:51:00,FM-15,SCT:04 19 BKN:07 38,10.0,,38.0,3.3,34.0,1.2,28.0,-2.2,68.0,8.0,270,,29.31,,,30.05,,30.03,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 10:51:00,FM-15,BKN:07 27,10.0,,41.0,5.0,36.0,2.3,28.0,-2.2,60.0,11.0,260,,29.3,,,30.04,,30.02,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 11:51:00,FM-15,BKN:07 33,10.0,,43.0,6.1,37.0,3.0,27.0,-2.8,53.0,7.0,250,16.0,29.29,8.0,0.02,30.03,,30.01,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 12:51:00,FM-15,FEW:02 35 SCT:04 300,10.0,,45.0,7.2,39.0,3.7,25.0,-3.9,46.0,14.0,300,17.0,29.28,,,30.01,,30.0,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 13:51:00,FM-15,FEW:02 35 SCT:04 300,10.0,,45.0,7.2,39.0,3.7,25.0,-3.9,46.0,7.0,320,,29.27,,,30,,29.99,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 14:51:00,FM-15,FEW:02 40 SCT:04 300,10.0,,46.0,7.8,39.0,4.0,21.0,-6.1,37.0,9.0,340,17.0,29.26,6.0,0.03,30,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 15:51:00,FM-15,FEW:02 40 SCT:04 250,10.0,,47.0,8.3,40.0,4.5,20.0,-6.7,34.0,6.0,320,,29.26,,,29.99,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 16:51:00,FM-15,FEW:02 40 SCT:04 200 SCT:04 250,10.0,,44.0,6.7,38.0,3.1,21.0,-6.1,40.0,8.0,330,,29.26,,,30,,29.98,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 17:51:00,FM-15,FEW:02 170 SCT:04 250,10.0,,43.0,6.1,37.0,2.6,20.0,-6.7,40.0,9.0,310,,29.27,3.0,-0.01,30.01,,29.99,,,,,,,,,,1156,4,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 18:51:00,FM-15,SCT:04 120 SCT:04 250,10.0,,39.0,3.9,34.0,1.0,24.0,-4.4,55.0,8.0,80,,29.28,,,30.02,,30.0,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 19:51:00,FM-15,FEW:02 120,10.0,,38.0,3.3,33.0,0.5,23.0,-5.0,55.0,6.0,90,,29.3,,,30.04,,30.02,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 20:51:00,FM-15,FEW:02 120,10.0,,36.0,2.2,32.0,-0.3,23.0,-5.0,59.0,5.0,140,,29.29,0.0,-0.02,30.04,,30.01,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 21:51:00,FM-15,CLR:00,10.0,,35.0,1.7,31.0,-0.5,24.0,-4.4,64.0,6.0,150,,29.28,,,30.02,,30.0,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 22:51:00,FM-15,FEW:02 110,10.0,,31.0,-0.6,28.0,-2.3,22.0,-5.6,69.0,3.0,170,,29.29,,,30.03,,30.01,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-20 23:51:00,FM-15,BKN:07 100 BKN:07 140,10.0,,35.0,1.7,31.0,-0.5,24.0,-4.4,64.0,3.0,120,,29.28,6.0,0.01,30.02,,30.0,47.0,30.0,38.0,-1.7,,,,27.0,0.0,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 00:51:00,FM-15,BKN:07 100 OVC:08 110,10.0,,36.0,2.2,32.0,-0.2,24.0,-4.4,62.0,5.0,80,,29.27,,,30.01,,29.99,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 01:51:00,FM-15,SCT:04 90 BKN:07 120 OVC:08 140,10.0,,35.0,1.7,31.0,-0.5,24.0,-4.4,64.0,7.0,110,,29.27,,,30,,29.99,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 02:51:00,FM-15,SCT:04 95,10.0,,34.0,1.1,31.0,-0.8,25.0,-3.9,70.0,9.0,140,,29.24,8.0,0.04,29.98,,29.96,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 03:51:00,FM-15,FEW:02 100,8.0,,31.0,-0.6,29.0,-1.7,26.0,-3.3,82.0,6.0,130,,29.24,,,29.97,,29.96,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 04:51:00,FM-15,CLR:00,6.0,HZ:7 |FU:05 |HZ:05,32.0,0.0,30.0,-1.1,27.0,-2.8,82.0,7.0,130,,29.24,,,29.97,,29.96,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 05:51:00,FM-15,FEW:02 7,4.0,HZ:7 |FU:05 |HZ:05,33.0,0.6,31.0,-0.6,28.0,-2.2,82.0,8.0,110,,29.24,5.0,0.0,29.98,,29.96,,,,,,,,,,1154,5,0.01,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 06:51:00,FM-15,CLR:00,3.0,HZ:7 |FU:05 |HZ:05,34.0,1.1,32.0,-0.1,29.0,-1.7,82.0,7.0,100,,29.25,,,29.99,,29.97,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 07:51:00,FM-15,FEW:02 9,5.0,HZ:7 |FU:05 |HZ:05,37.0,2.8,34.0,1.1,30.0,-1.1,76.0,9.0,110,,29.22,,,29.96,,29.94,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 08:51:00,FM-15,FEW:02 11,6.0,HZ:7 |FU:05 |HZ:05,39.0,3.9,35.0,1.8,30.0,-1.1,70.0,10.0,110,,29.22,8.0,0.02,29.96,,29.94,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 09:51:00,FM-15,CLR:00,7.0,,42.0,5.6,38.0,3.1,31.0,-0.6,65.0,8.0,130,17.0,29.2,,,29.94,,29.92,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 10:51:00,FM-15,FEW:02 250,8.0,,45.0,7.2,40.0,4.3,32.0,0.0,61.0,9.0,120,,29.17,,,29.91,,29.89,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 11:51:00,FM-15,SCT:04 300,9.0,,49.0,9.4,43.0,6.0,33.0,0.6,55.0,11.0,100,,29.13,8.0,0.1,29.85,,29.84,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 12:51:00,FM-15,FEW:02 300,10.0,,50.0,10.0,44.0,6.5,34.0,1.1,54.0,16.0,140,,29.08,,,29.81,,29.8,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 13:51:00,FM-15,SCT:04 250,10.0,,51.0,10.6,44.0,6.9,34.0,1.1,52.0,14.0,130,,29.05,,,29.77,,29.76,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 14:51:00,FM-15,SCT:04 120 BKN:07 250,10.0,,56.0,13.3,49.0,9.3,38.0,3.3,51.0,16.0,170,25.0,29.01,8.0,0.12,29.73,,29.72,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 15:51:00,FM-15,OVC:08 100,10.0,,56.0,13.3,49.0,9.4,39.0,3.9,53.0,17.0,190,,28.98,,,29.7,,29.69,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 16:51:00,FM-15,FEW:02 65 OVC:08 100,10.0,,55.0,12.8,48.0,9.0,39.0,3.9,55.0,8.0,190,,28.92,,,29.65,,29.63,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 17:51:00,FM-15,BKN:07 100 OVC:08 130,10.0,,57.0,13.9,49.0,9.5,35.0,1.7,44.0,16.0,240,26.0,28.98,5.0,0.02,29.7,,29.69,,,,,,,,,,1154,5,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 18:51:00,FM-15,OVC:08 85,10.0,,55.0,12.8,48.0,8.8,37.0,2.8,51.0,13.0,270,,28.98,,,29.7,,29.69,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 19:51:00,FM-15,OVC:08 85,10.0,,51.0,10.6,45.0,7.4,38.0,3.3,61.0,17.0,280,23.0,28.99,,,29.72,,29.7,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 20:51:00,FM-15,OVC:08 110,10.0,,48.0,8.9,42.0,5.5,32.0,0.0,54.0,14.0,300,30.0,29.03,3.0,-0.05,29.75,,29.74,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 21:51:00,FM-15,FEW:02 110,10.0,,46.0,7.8,40.0,4.6,31.0,-0.6,56.0,13.0,310,,29.05,,,29.78,,29.76,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 22:51:00,FM-15,SCT:04 25,10.0,,42.0,5.6,38.0,3.1,31.0,-0.6,65.0,18.0,300,28.0,29.1,,,29.82,,29.81,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-21 23:51:00,FM-15,FEW:02 25,10.0,,40.0,4.4,36.0,2.0,29.0,-1.7,65.0,17.0,300,25.0,29.13,3.0,-0.1,29.85,,29.84,58.0,30.0,44.0,3.9,,,,21.0,0.0,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 00:51:00,FM-15,OVC:08 33,10.0,,39.0,3.9,35.0,1.5,28.0,-2.2,65.0,14.0,300,,29.16,,,29.89,,29.88,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 01:51:00,FM-15,OVC:08 33,10.0,,40.0,4.4,35.0,1.5,25.0,-3.9,55.0,20.0,330,29.0,29.19,,,29.93,,29.91,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 02:51:00,FM-15,BKN:07 30,10.0,,39.0,3.9,34.0,1.3,26.0,-3.3,60.0,17.0,310,24.0,29.22,1.0,-0.1,29.95,,29.94,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 03:51:00,FM-15,OVC:08 33,10.0,,38.0,3.3,34.0,0.9,26.0,-3.3,62.0,14.0,320,,29.25,,,29.98,,29.97,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 04:51:00,FM-15,OVC:08 31,10.0,,38.0,3.3,34.0,0.9,26.0,-3.3,62.0,13.0,320,,29.29,,,30.02,,30.01,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 05:51:00,FM-15,BKN:07 33 OVC:08 35,10.0,,37.0,2.8,33.0,0.4,25.0,-3.9,62.0,11.0,320,,29.32,1.0,-0.09,30.05,,30.04,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 06:51:00,FM-15,BKN:07 31,10.0,,37.0,2.8,33.0,0.4,25.0,-3.9,62.0,11.0,310,,29.36,,,30.09,,30.08,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 07:51:00,FM-15,BKN:07 41,10.0,,37.0,2.8,33.0,0.4,25.0,-3.9,62.0,8.0,300,,29.39,,,30.12,,30.11,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 08:51:00,FM-15,BKN:07 43,10.0,,40.0,4.4,35.0,1.5,24.0,-4.4,53.0,13.0,340,,29.42,1.0,-0.09,30.15,,30.14,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 09:51:00,FM-15,OVC:08 39,10.0,,40.0,4.4,34.0,1.4,23.0,-5.0,51.0,14.0,330,,29.42,,,30.15,,30.14,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 10:51:00,FM-15,OVC:08 46,10.0,,41.0,5.0,35.0,1.9,24.0,-4.4,51.0,15.0,330,,29.43,,,30.17,,30.15,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 11:51:00,FM-15,BKN:07 44,10.0,,41.0,5.0,35.0,1.9,24.0,-4.4,51.0,15.0,310,,29.44,3.0,-0.02,30.17,,30.16,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 12:51:00,FM-15,BKN:07 40,10.0,,40.0,4.4,35.0,1.5,24.0,-4.4,53.0,11.0,310,,29.43,,,30.17,,30.15,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 13:51:00,FM-15,BKN:07 42,10.0,,40.0,4.4,34.0,1.3,22.0,-5.6,49.0,13.0,290,22.0,29.44,,,30.17,,30.16,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 14:51:00,FM-15,BKN:07 42,10.0,,39.0,3.9,34.0,1.0,24.0,-4.4,55.0,16.0,300,,29.45,3.0,-0.01,30.19,,30.17,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 15:51:00,FM-15,BKN:07 39 BKN:07 200,10.0,,39.0,3.9,33.0,0.8,21.0,-6.1,48.0,15.0,310,,29.46,,,30.2,,30.18,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 16:51:00,FM-15,FEW:02 37 SCT:04 150 BKN:07 200,10.0,,36.0,2.2,31.0,-0.7,18.0,-7.8,48.0,14.0,290,,29.48,,,30.22,,30.2,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 17:51:00,FM-15,FEW:02 40 BKN:07 150 BKN:07 250,10.0,,35.0,1.7,30.0,-1.2,17.0,-8.3,48.0,14.0,320,,29.5,3.0,-0.05,30.24,,30.22,,,,,,,,,,1152,6,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 18:51:00,FM-15,FEW:02 40 BKN:07 150 OVC:08 250,10.0,,35.0,1.7,30.0,-1.3,15.0,-9.4,44.0,14.0,330,,29.51,,,30.25,,30.23,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 19:51:00,FM-15,BKN:07 150 BKN:07 250,10.0,,34.0,1.1,29.0,-1.8,14.0,-10.0,44.0,11.0,340,,29.52,,,30.26,,30.24,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 20:51:00,FM-15,FEW:02 15 SCT:04 150 BKN:07 250,10.0,,32.0,0.0,27.0,-2.7,13.0,-10.6,45.0,11.0,340,,29.53,3.0,-0.03,30.27,,30.25,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 21:51:00,FM-15,FEW:02 15 SCT:04 150 BKN:07 250,10.0,,31.0,-0.6,26.0,-3.3,10.0,-12.2,42.0,14.0,10,,29.55,,,30.3,,30.27,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 22:51:00,FM-15,FEW:02 27 SCT:04 130 BKN:07 250,10.0,,29.0,-1.7,24.0,-4.2,10.0,-12.2,45.0,10.0,360,,29.57,,,30.32,,30.3,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-22 23:51:00,FM-15,FEW:02 30 SCT:04 250,10.0,,27.0,-2.8,23.0,-5.2,8.0,-13.3,45.0,15.0,350,,29.6,1.0,-0.06,30.34,,30.32,41.0,27.0,34.0,-6.4,,,,31.0,0.0,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 00:51:00,FM-15,FEW:02 40 BKN:07 250,10.0,,25.0,-3.9,21.0,-6.2,7.0,-13.9,46.0,16.0,340,,29.6,,,30.36,,30.33,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 01:51:00,FM-15,FEW:02 150 BKN:07 250,10.0,,24.0,-4.4,20.0,-6.6,7.0,-13.9,48.0,14.0,360,,29.62,,,30.36,,30.34,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 02:51:00,FM-15,FEW:02 170 BKN:07 250,10.0,,23.0,-5.0,19.0,-7.1,7.0,-13.9,50.0,15.0,340,,29.62,1.0,-0.04,30.38,,30.35,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 03:51:00,FM-15,SCT:04 140 BKN:07 250,10.0,,22.0,-5.6,18.0,-7.5,7.0,-13.9,52.0,15.0,340,,29.63,,,30.39,,30.36,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 04:51:00,FM-15,SCT:04 35 BKN:07 130 BKN:07 250,10.0,,21.0,-6.1,18.0,-8.0,7.0,-13.9,54.0,13.0,340,,29.64,,,30.4,,30.37,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 05:51:00,FM-15,FEW:02 28 SCT:04 36 SCT:04 250,10.0,,20.0,-6.7,17.0,-8.4,7.0,-13.9,57.0,10.0,350,,29.66,2.0,-0.03,30.41,,30.39,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 06:51:00,FM-15,FEW:02 28 SCT:04 36 SCT:04 100,10.0,,21.0,-6.1,18.0,-8.0,7.0,-13.9,54.0,11.0,350,,29.67,,,30.43,,30.4,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 07:51:00,FM-15,FEW:02 26 SCT:04 150,10.0,,22.0,-5.6,18.0,-7.6,5.0,-15.0,48.0,11.0,360,,29.68,,,30.44,,30.41,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 08:51:00,FM-15,FEW:02 25 SCT:04 43 SCT:04 150,10.0,,23.0,-5.0,19.0,-7.1,6.0,-14.4,48.0,9.0,360,,29.69,3.0,-0.04,30.45,,30.42,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 09:51:00,FM-15,SCT:04 33,10.0,,26.0,-3.3,22.0,-5.7,7.0,-13.9,44.0,9.0,360,,29.69,,,30.45,,30.42,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 10:51:00,FM-15,BKN:07 39,10.0,,27.0,-2.8,23.0,-5.2,8.0,-13.3,45.0,10.0,300,,29.68,,,30.43,,30.41,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 11:51:00,FM-15,BKN:07 39,10.0,,28.0,-2.2,23.0,-4.8,7.0,-13.9,41.0,11.0,310,,29.66,8.0,0.02,30.42,,30.39,,,,,,,,,,1150,7,,,,,,,,,,
WBAN:94846,201.8,41.995,-87.9336,2014-03-23 12:51:00,FM-15,SCT:04 49,10.0,,30.0,-1.1,25.0,-3.8,7.0,-13.9,38.0,9.0,330,,29.64,,,30.4,,30.37,,,,,,,,,,1150,7,,,,,,,,,,
